19	19	 19.152462646827146	  19.139803987485962 	 19.16512130616833 
18	19	 19.201505991246634	  19.18903178343418 	 19.213980199059087 
19	18	 19.20783688006925	  19.190941460933757 	 19.224732299204746 
17	19	 19.232253000556174	  19.218145692372886 	 19.24636030873946 
18	18	 19.256195287466753	  19.242106789601607 	 19.2702837853319 
16	19	 19.275170153552775	  19.260937530773095 	 19.289402776332455 
17	18	 19.305177879484514	  19.29288590516565 	 19.317469853803377 
15	19	 19.30846954617134	  19.29815329592282 	 19.318785796419863 
19	17	 19.310603671219564	  19.29592396936052 	 19.32528337307861 
16	18	 19.334292787226772	  19.319653839845497 	 19.348931734608048 
18	17	 19.357145139113605	  19.34473435541705 	 19.36955592281016 
14	19	 19.365941870781686	  19.35571759702185 	 19.37616614454152 
15	18	 19.386804792299174	  19.375096570486118 	 19.39851301411223 
13	19	 19.399278969744636	  19.388376266730386 	 19.410181672758885 
17	17	 19.40991663984545	  19.396425555048985 	 19.423407724641912 
16	17	 19.42092185055825	  19.406625210499694 	 19.43521849061681 
19	16	 19.424508136952667	  19.409513018525875 	 19.43950325537946 
14	18	 19.434197719394103	  19.424652963185455 	 19.44374247560275 
12	19	 19.44704299295896	  19.43793071165776 	 19.45615527426016 
18	16	 19.46176126421419	  19.446634159615527 	 19.47688836881285 
15	17	 19.47434041951087	  19.46251065070166 	 19.48617018832008 
13	18	 19.475056782203442	  19.46371586702818 	 19.486397697378703 
11	19	 19.508877113703175	  19.500267110240905 	 19.517487117165444 
14	17	 19.515209587636296	  19.50439151343327 	 19.526027661839322 
12	18	 19.525048572446487	  19.517294782057014 	 19.53280236283596 
17	16	 19.532956909312784	  19.51820185193287 	 19.5477119666927 
10	19	 19.561385014041093	  19.552635408914878 	 19.57013461916731 
16	16	 19.56612777798125	  19.554410484740938 	 19.577845071221564 
13	17	 19.582040251249612	  19.572187308068358 	 19.591893194430867 
11	18	 19.584022765927312	  19.575007144196505 	 19.59303838765812 
15	16	 19.612364447565163	  19.600561388443776 	 19.62416750668655 
19	15	 19.612389445037675	  19.599090562518704 	 19.625688327556645 
12	17	 19.61858872939067	  19.60968455479293 	 19.627492903988408 
18	15	 19.61874739520908	  19.602894431440475 	 19.634600358977686 
9	19	 19.63742341260426	  19.62708952916959 	 19.64775729603893 
14	16	 19.641217041977363	  19.630824935846636 	 19.65160914810809 
10	18	 19.64314069184302	  19.633950494010453 	 19.652330889675586 
17	15	 19.67451519945481	  19.662108603632316 	 19.686921795277303 
